,,,D001,D002,D003,D004,D005,D006,D007,D008,D009,D010,D011,D012,D013,D014,D015,D016,D017
1000000US484230014042106,484230014042106,"Block 2106, Block Group 2, Census Tract 14.04, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014042107,484230014042107,"Block 2107, Block Group 2, Census Tract 14.04, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014042108,484230014042108,"Block 2108, Block Group 2, Census Tract 14.04, Smith County, Texas",15,9,9,0,0,0,0,0,0,6,6,0,0,0,0,0,0
1000000US484230014042109,484230014042109,"Block 2109, Block Group 2, Census Tract 14.04, Smith County, Texas",3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014042110,484230014042110,"Block 2110, Block Group 2, Census Tract 14.04, Smith County, Texas",60,60,55,1,1,3,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014042111,484230014042111,"Block 2111, Block Group 2, Census Tract 14.04, Smith County, Texas",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014042112,484230014042112,"Block 2112, Block Group 2, Census Tract 14.04, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014042113,484230014042113,"Block 2113, Block Group 2, Census Tract 14.04, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014042114,484230014042114,"Block 2114, Block Group 2, Census Tract 14.04, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014042115,484230014042115,"Block 2115, Block Group 2, Census Tract 14.04, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014043000,484230014043000,"Block 3000, Block Group 3, Census Tract 14.04, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014043001,484230014043001,"Block 3001, Block Group 3, Census Tract 14.04, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014043002,484230014043002,"Block 3002, Block Group 3, Census Tract 14.04, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014043003,484230014043003,"Block 3003, Block Group 3, Census Tract 14.04, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014043004,484230014043004,"Block 3004, Block Group 3, Census Tract 14.04, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014043005,484230014043005,"Block 3005, Block Group 3, Census Tract 14.04, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014043006,484230014043006,"Block 3006, Block Group 3, Census Tract 14.04, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014043007,484230014043007,"Block 3007, Block Group 3, Census Tract 14.04, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014043008,484230014043008,"Block 3008, Block Group 3, Census Tract 14.04, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014043009,484230014043009,"Block 3009, Block Group 3, Census Tract 14.04, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014043010,484230014043010,"Block 3010, Block Group 3, Census Tract 14.04, Smith County, Texas",129,114,109,0,0,1,0,0,4,15,2,0,0,0,0,13,0
1000000US484230014043011,484230014043011,"Block 3011, Block Group 3, Census Tract 14.04, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014043012,484230014043012,"Block 3012, Block Group 3, Census Tract 14.04, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014043013,484230014043013,"Block 3013, Block Group 3, Census Tract 14.04, Smith County, Texas",42,41,41,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1000000US484230014043014,484230014043014,"Block 3014, Block Group 3, Census Tract 14.04, Smith County, Texas",4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014043015,484230014043015,"Block 3015, Block Group 3, Census Tract 14.04, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014043016,484230014043016,"Block 3016, Block Group 3, Census Tract 14.04, Smith County, Texas",21,21,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014043017,484230014043017,"Block 3017, Block Group 3, Census Tract 14.04, Smith County, Texas",9,9,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014043018,484230014043018,"Block 3018, Block Group 3, Census Tract 14.04, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014043019,484230014043019,"Block 3019, Block Group 3, Census Tract 14.04, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014043020,484230014043020,"Block 3020, Block Group 3, Census Tract 14.04, Smith County, Texas",23,23,12,6,0,0,0,0,5,0,0,0,0,0,0,0,0
1000000US484230014043021,484230014043021,"Block 3021, Block Group 3, Census Tract 14.04, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014043022,484230014043022,"Block 3022, Block Group 3, Census Tract 14.04, Smith County, Texas",4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014043023,484230014043023,"Block 3023, Block Group 3, Census Tract 14.04, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014043024,484230014043024,"Block 3024, Block Group 3, Census Tract 14.04, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014043025,484230014043025,"Block 3025, Block Group 3, Census Tract 14.04, Smith County, Texas",37,37,18,19,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014043026,484230014043026,"Block 3026, Block Group 3, Census Tract 14.04, Smith County, Texas",13,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014043027,484230014043027,"Block 3027, Block Group 3, Census Tract 14.04, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014043028,484230014043028,"Block 3028, Block Group 3, Census Tract 14.04, Smith County, Texas",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014043029,484230014043029,"Block 3029, Block Group 3, Census Tract 14.04, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014043030,484230014043030,"Block 3030, Block Group 3, Census Tract 14.04, Smith County, Texas",12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014043031,484230014043031,"Block 3031, Block Group 3, Census Tract 14.04, Smith County, Texas",30,27,23,4,0,0,0,0,0,3,0,0,0,0,0,3,0
1000000US484230014043032,484230014043032,"Block 3032, Block Group 3, Census Tract 14.04, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014043033,484230014043033,"Block 3033, Block Group 3, Census Tract 14.04, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014043034,484230014043034,"Block 3034, Block Group 3, Census Tract 14.04, Smith County, Texas",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014043035,484230014043035,"Block 3035, Block Group 3, Census Tract 14.04, Smith County, Texas",3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014043036,484230014043036,"Block 3036, Block Group 3, Census Tract 14.04, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014043037,484230014043037,"Block 3037, Block Group 3, Census Tract 14.04, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014043038,484230014043038,"Block 3038, Block Group 3, Census Tract 14.04, Smith County, Texas",7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014043039,484230014043039,"Block 3039, Block Group 3, Census Tract 14.04, Smith County, Texas",55,49,46,0,1,0,0,2,0,6,6,0,0,0,0,0,0
1000000US484230014043040,484230014043040,"Block 3040, Block Group 3, Census Tract 14.04, Smith County, Texas",20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014043041,484230014043041,"Block 3041, Block Group 3, Census Tract 14.04, Smith County, Texas",3,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
1000000US484230014043042,484230014043042,"Block 3042, Block Group 3, Census Tract 14.04, Smith County, Texas",16,16,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1000000US484230014043043,484230014043043,"Block 3043, Block Group 3, Census Tract 14.04, Smith County, Texas",3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014043044,484230014043044,"Block 3044, Block Group 3, Census Tract 14.04, Smith County, Texas",36,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014043045,484230014043045,"Block 3045, Block Group 3, Census Tract 14.04, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014043046,484230014043046,"Block 3046, Block Group 3, Census Tract 14.04, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014043047,484230014043047,"Block 3047, Block Group 3, Census Tract 14.04, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014043048,484230014043048,"Block 3048, Block Group 3, Census Tract 14.04, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014043049,484230014043049,"Block 3049, Block Group 3, Census Tract 14.04, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014043050,484230014043050,"Block 3050, Block Group 3, Census Tract 14.04, Smith County, Texas",8,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014043051,484230014043051,"Block 3051, Block Group 3, Census Tract 14.04, Smith County, Texas",189,178,176,0,0,0,0,0,2,11,10,0,0,0,0,0,1
1000000US484230014043052,484230014043052,"Block 3052, Block Group 3, Census Tract 14.04, Smith County, Texas",10,9,9,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1000000US484230014043053,484230014043053,"Block 3053, Block Group 3, Census Tract 14.04, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014043054,484230014043054,"Block 3054, Block Group 3, Census Tract 14.04, Smith County, Texas",6,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014043055,484230014043055,"Block 3055, Block Group 3, Census Tract 14.04, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014043056,484230014043056,"Block 3056, Block Group 3, Census Tract 14.04, Smith County, Texas",13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014043057,484230014043057,"Block 3057, Block Group 3, Census Tract 14.04, Smith County, Texas",48,47,46,1,0,0,0,0,0,1,1,0,0,0,0,0,0
1000000US484230014043058,484230014043058,"Block 3058, Block Group 3, Census Tract 14.04, Smith County, Texas",50,47,46,0,1,0,0,0,0,3,2,0,1,0,0,0,0
1000000US484230014043059,484230014043059,"Block 3059, Block Group 3, Census Tract 14.04, Smith County, Texas",130,127,114,13,0,0,0,0,0,3,3,0,0,0,0,0,0
1000000US484230014043060,484230014043060,"Block 3060, Block Group 3, Census Tract 14.04, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014043061,484230014043061,"Block 3061, Block Group 3, Census Tract 14.04, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014043062,484230014043062,"Block 3062, Block Group 3, Census Tract 14.04, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014043063,484230014043063,"Block 3063, Block Group 3, Census Tract 14.04, Smith County, Texas",55,53,52,0,1,0,0,0,0,2,0,0,0,0,0,2,0
1000000US484230014043064,484230014043064,"Block 3064, Block Group 3, Census Tract 14.04, Smith County, Texas",6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014043065,484230014043065,"Block 3065, Block Group 3, Census Tract 14.04, Smith County, Texas",67,57,53,0,0,4,0,0,0,10,8,0,0,0,0,2,0
1000000US484230014043066,484230014043066,"Block 3066, Block Group 3, Census Tract 14.04, Smith County, Texas",104,101,95,6,0,0,0,0,0,3,3,0,0,0,0,0,0
1000000US484230014043067,484230014043067,"Block 3067, Block Group 3, Census Tract 14.04, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014043068,484230014043068,"Block 3068, Block Group 3, Census Tract 14.04, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014043069,484230014043069,"Block 3069, Block Group 3, Census Tract 14.04, Smith County, Texas",28,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014043070,484230014043070,"Block 3070, Block Group 3, Census Tract 14.04, Smith County, Texas",812,779,745,23,1,0,0,1,9,33,17,0,0,0,0,6,10
1000000US484230014043071,484230014043071,"Block 3071, Block Group 3, Census Tract 14.04, Smith County, Texas",43,42,37,5,0,0,0,0,0,1,1,0,0,0,0,0,0
1000000US484230014043072,484230014043072,"Block 3072, Block Group 3, Census Tract 14.04, Smith County, Texas",33,33,27,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014043073,484230014043073,"Block 3073, Block Group 3, Census Tract 14.04, Smith County, Texas",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014043074,484230014043074,"Block 3074, Block Group 3, Census Tract 14.04, Smith County, Texas",34,34,27,7,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014043075,484230014043075,"Block 3075, Block Group 3, Census Tract 14.04, Smith County, Texas",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014043076,484230014043076,"Block 3076, Block Group 3, Census Tract 14.04, Smith County, Texas",30,30,25,0,0,5,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014043077,484230014043077,"Block 3077, Block Group 3, Census Tract 14.04, Smith County, Texas",29,28,22,0,0,6,0,0,0,1,1,0,0,0,0,0,0
1000000US484230014043078,484230014043078,"Block 3078, Block Group 3, Census Tract 14.04, Smith County, Texas",16,15,15,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1000000US484230014043079,484230014043079,"Block 3079, Block Group 3, Census Tract 14.04, Smith County, Texas",33,28,28,0,0,0,0,0,0,5,5,0,0,0,0,0,0
1000000US484230014043080,484230014043080,"Block 3080, Block Group 3, Census Tract 14.04, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014043081,484230014043081,"Block 3081, Block Group 3, Census Tract 14.04, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014043082,484230014043082,"Block 3082, Block Group 3, Census Tract 14.04, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014043083,484230014043083,"Block 3083, Block Group 3, Census Tract 14.04, Smith County, Texas",265,260,237,20,3,0,0,0,0,5,3,0,0,0,0,2,0
1000000US484230014043084,484230014043084,"Block 3084, Block Group 3, Census Tract 14.04, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014043085,484230014043085,"Block 3085, Block Group 3, Census Tract 14.04, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014043086,484230014043086,"Block 3086, Block Group 3, Census Tract 14.04, Smith County, Texas",240,232,215,16,1,0,0,0,0,8,6,0,0,0,0,2,0
1000000US484230014043087,484230014043087,"Block 3087, Block Group 3, Census Tract 14.04, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014043088,484230014043088,"Block 3088, Block Group 3, Census Tract 14.04, Smith County, Texas",24,19,18,0,0,0,0,0,1,5,5,0,0,0,0,0,0
1000000US484230014043089,484230014043089,"Block 3089, Block Group 3, Census Tract 14.04, Smith County, Texas",8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014043090,484230014043090,"Block 3090, Block Group 3, Census Tract 14.04, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014043091,484230014043091,"Block 3091, Block Group 3, Census Tract 14.04, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014043092,484230014043092,"Block 3092, Block Group 3, Census Tract 14.04, Smith County, Texas",4,4,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0
1000000US484230015001000,484230015001000,"Block 1000, Block Group 1, Census Tract 15, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230015001001,484230015001001,"Block 1001, Block Group 1, Census Tract 15, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230015001002,484230015001002,"Block 1002, Block Group 1, Census Tract 15, Smith County, Texas",41,33,33,0,0,0,0,0,0,8,8,0,0,0,0,0,0
1000000US484230015001003,484230015001003,"Block 1003, Block Group 1, Census Tract 15, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230015001004,484230015001004,"Block 1004, Block Group 1, Census Tract 15, Smith County, Texas",381,354,256,87,0,4,0,0,7,27,12,0,0,0,0,15,0
1000000US484230015001005,484230015001005,"Block 1005, Block Group 1, Census Tract 15, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230015001006,484230015001006,"Block 1006, Block Group 1, Census Tract 15, Smith County, Texas",15,15,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230015001007,484230015001007,"Block 1007, Block Group 1, Census Tract 15, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230015001008,484230015001008,"Block 1008, Block Group 1, Census Tract 15, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230015001009,484230015001009,"Block 1009, Block Group 1, Census Tract 15, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230015001010,484230015001010,"Block 1010, Block Group 1, Census Tract 15, Smith County, Texas",5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230015001011,484230015001011,"Block 1011, Block Group 1, Census Tract 15, Smith County, Texas",11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230015001012,484230015001012,"Block 1012, Block Group 1, Census Tract 15, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230015001013,484230015001013,"Block 1013, Block Group 1, Census Tract 15, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230015001014,484230015001014,"Block 1014, Block Group 1, Census Tract 15, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230015001015,484230015001015,"Block 1015, Block Group 1, Census Tract 15, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230015001016,484230015001016,"Block 1016, Block Group 1, Census Tract 15, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230015001017,484230015001017,"Block 1017, Block Group 1, Census Tract 15, Smith County, Texas",18,18,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230015001018,484230015001018,"Block 1018, Block Group 1, Census Tract 15, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230015001019,484230015001019,"Block 1019, Block Group 1, Census Tract 15, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230015001020,484230015001020,"Block 1020, Block Group 1, Census Tract 15, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230015001021,484230015001021,"Block 1021, Block Group 1, Census Tract 15, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230015001022,484230015001022,"Block 1022, Block Group 1, Census Tract 15, Smith County, Texas",216,195,192,0,1,1,0,0,1,21,10,0,0,0,0,10,1
1000000US484230015001023,484230015001023,"Block 1023, Block Group 1, Census Tract 15, Smith County, Texas",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230015001024,484230015001024,"Block 1024, Block Group 1, Census Tract 15, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230015001025,484230015001025,"Block 1025, Block Group 1, Census Tract 15, Smith County, Texas",156,144,82,59,0,0,0,0,3,12,3,5,0,0,0,0,4
1000000US484230015001026,484230015001026,"Block 1026, Block Group 1, Census Tract 15, Smith County, Texas",9,7,4,0,0,0,0,0,3,2,0,0,0,0,0,0,2
1000000US484230015001027,484230015001027,"Block 1027, Block Group 1, Census Tract 15, Smith County, Texas",35,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230015001028,484230015001028,"Block 1028, Block Group 1, Census Tract 15, Smith County, Texas",49,49,46,0,0,0,0,0,3,0,0,0,0,0,0,0,0
1000000US484230015001029,484230015001029,"Block 1029, Block Group 1, Census Tract 15, Smith County, Texas",52,43,30,13,0,0,0,0,0,9,4,0,0,0,0,5,0
1000000US484230015001030,484230015001030,"Block 1030, Block Group 1, Census Tract 15, Smith County, Texas",88,86,74,9,0,1,0,0,2,2,0,0,0,0,0,1,1
1000000US484230015001031,484230015001031,"Block 1031, Block Group 1, Census Tract 15, Smith County, Texas",85,85,61,15,0,6,0,0,3,0,0,0,0,0,0,0,0
1000000US484230015001032,484230015001032,"Block 1032, Block Group 1, Census Tract 15, Smith County, Texas",87,83,83,0,0,0,0,0,0,4,4,0,0,0,0,0,0
1000000US484230015001033,484230015001033,"Block 1033, Block Group 1, Census Tract 15, Smith County, Texas",36,36,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1000000US484230015001034,484230015001034,"Block 1034, Block Group 1, Census Tract 15, Smith County, Texas",30,30,21,6,0,0,0,0,3,0,0,0,0,0,0,0,0
1000000US484230015001035,484230015001035,"Block 1035, Block Group 1, Census Tract 15, Smith County, Texas",3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230015001036,484230015001036,"Block 1036, Block Group 1, Census Tract 15, Smith County, Texas",176,167,164,0,1,1,0,0,1,9,0,0,0,0,0,9,0
1000000US484230015001037,484230015001037,"Block 1037, Block Group 1, Census Tract 15, Smith County, Texas",7,2,2,0,0,0,0,0,0,5,0,0,0,0,0,5,0
1000000US484230015001038,484230015001038,"Block 1038, Block Group 1, Census Tract 15, Smith County, Texas",4,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230015001039,484230015001039,"Block 1039, Block Group 1, Census Tract 15, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230015001040,484230015001040,"Block 1040, Block Group 1, Census Tract 15, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230015001041,484230015001041,"Block 1041, Block Group 1, Census Tract 15, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230015001042,484230015001042,"Block 1042, Block Group 1, Census Tract 15, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230015001043,484230015001043,"Block 1043, Block Group 1, Census Tract 15, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230015001044,484230015001044,"Block 1044, Block Group 1, Census Tract 15, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230015001045,484230015001045,"Block 1045, Block Group 1, Census Tract 15, Smith County, Texas",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230015001046,484230015001046,"Block 1046, Block Group 1, Census Tract 15, Smith County, Texas",9,9,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230015001047,484230015001047,"Block 1047, Block Group 1, Census Tract 15, Smith County, Texas",15,14,14,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1000000US484230015001048,484230015001048,"Block 1048, Block Group 1, Census Tract 15, Smith County, Texas",211,176,153,15,1,0,0,0,7,35,32,0,0,0,0,2,1
1000000US484230015001049,484230015001049,"Block 1049, Block Group 1, Census Tract 15, Smith County, Texas",2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230015001050,484230015001050,"Block 1050, Block Group 1, Census Tract 15, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230015001051,484230015001051,"Block 1051, Block Group 1, Census Tract 15, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230015001052,484230015001052,"Block 1052, Block Group 1, Census Tract 15, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230015001053,484230015001053,"Block 1053, Block Group 1, Census Tract 15, Smith County, Texas",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230015001054,484230015001054,"Block 1054, Block Group 1, Census Tract 15, Smith County, Texas",78,72,68,4,0,0,0,0,0,6,0,0,0,0,0,0,6
1000000US484230015001055,484230015001055,"Block 1055, Block Group 1, Census Tract 15, Smith County, Texas",3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230015001056,484230015001056,"Block 1056, Block Group 1, Census Tract 15, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230015001057,484230015001057,"Block 1057, Block Group 1, Census Tract 15, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230015001058,484230015001058,"Block 1058, Block Group 1, Census Tract 15, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230015001059,484230015001059,"Block 1059, Block Group 1, Census Tract 15, Smith County, Texas",47,45,44,0,0,0,0,0,1,2,2,0,0,0,0,0,0
1000000US484230015001060,484230015001060,"Block 1060, Block Group 1, Census Tract 15, Smith County, Texas",32,28,1,27,0,0,0,0,0,4,0,4,0,0,0,0,0
1000000US484230015001061,484230015001061,"Block 1061, Block Group 1, Census Tract 15, Smith County, Texas",8,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230015001062,484230015001062,"Block 1062, Block Group 1, Census Tract 15, Smith County, Texas",7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230015001063,484230015001063,"Block 1063, Block Group 1, Census Tract 15, Smith County, Texas",5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230015001064,484230015001064,"Block 1064, Block Group 1, Census Tract 15, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230015001065,484230015001065,"Block 1065, Block Group 1, Census Tract 15, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
